antecedent,consequent,support,confidence,lift
{root vegetables}, {tropical fruit bottled water}, 0.014, 0.062, 1.104
{tropical fruit bottled water}, {root vegetables}, 0.014, 0.255, 1.104
{tropical fruit root vegetables}, {bottled water}, 0.014, 0.25, 1.17
{bottled water}, {tropical fruit root vegetables}, 0.014, 0.067, 1.17
{tropical fruit}, {root vegetables sausage}, 0.015, 0.064, 1.133
{root vegetables sausage}, {tropical fruit}, 0.015, 0.265, 1.133
{tropical fruit sausage}, {root vegetables}, 0.015, 0.272, 1.181
{sausage}, {tropical fruit root vegetables}, 0.015, 0.072, 1.257
{tropical fruit root vegetables}, {sausage}, 0.015, 0.259, 1.257
{root vegetables}, {tropical fruit sausage}, 0.015, 0.065, 1.181
{liquor}, {yogurt}, 0.01, 0.388, 1.372
{yogurt}, {liquor}, 0.01, 0.036, 1.372
{pickled vegetables}, {yogurt}, 0.01, 0.308, 1.087
{yogurt}, {pickled vegetables}, 0.01, 0.036, 1.087
{pasta}, {yogurt}, 0.011, 0.347, 1.228
{yogurt}, {pasta}, 0.011, 0.037, 1.228
{detergent}, {yogurt}, 0.011, 0.339, 1.197
{yogurt}, {detergent}, 0.011, 0.039, 1.197
{baking powder}, {yogurt}, 0.012, 0.38, 1.344
{yogurt}, {baking powder}, 0.012, 0.042, 1.344
{red/blush wine}, {yogurt}, 0.012, 0.297, 1.049
{yogurt}, {red/blush wine}, 0.012, 0.042, 1.049
{processed cheese}, {yogurt}, 0.013, 0.327, 1.154
{yogurt}, {processed cheese}, 0.013, 0.044, 1.154
{semi-finished bread}, {yogurt}, 0.013, 0.348, 1.228
{yogurt}, {semi-finished bread}, 0.013, 0.044, 1.228
{yogurt}, {cat food}, 0.014, 0.048, 1.095
{cat food}, {yogurt}, 0.014, 0.31, 1.095
{soft cheese}, {yogurt}, 0.014, 0.367, 1.298
{yogurt}, {soft cheese}, 0.014, 0.049, 1.298
{flour}, {yogurt}, 0.014, 0.387, 1.369
{yogurt}, {flour}, 0.014, 0.05, 1.369
{hard cheese}, {yogurt}, 0.015, 0.279, 0.985
{yogurt}, {hard cheese}, 0.015, 0.053, 0.985
{herbs}, {yogurt}, 0.015, 0.386, 1.363
{yogurt}, {herbs}, 0.015, 0.053, 1.363
{yogurt}, {hygiene articles}, 0.016, 0.055, 1.057
{hygiene articles}, {yogurt}, 0.016, 0.299, 1.057
{specialty chocolate}, {yogurt}, 0.016, 0.272, 0.961
{yogurt}, {specialty chocolate}, 0.016, 0.056, 0.961
{white wine}, {yogurt}, 0.016, 0.372, 1.315
{yogurt}, {white wine}, 0.016, 0.058, 1.315
{ice cream}, {yogurt}, 0.017, 0.305, 1.076
{yogurt}, {ice cream}, 0.017, 0.061, 1.076
{chewing gum}, {yogurt}, 0.018, 0.397, 1.401
{yogurt}, {chewing gum}, 0.018, 0.063, 1.401
{meat}, {yogurt}, 0.018, 0.278, 0.983
{yogurt}, {meat}, 0.018, 0.063, 0.983
{sliced cheese}, {yogurt}, 0.018, 0.356, 1.26
{yogurt}, {sliced cheese}, 0.018, 0.065, 1.26
{yogurt}, {grapes}, 0.019, 0.068, 1.239
{grapes}, {yogurt}, 0.019, 0.35, 1.239
{yogurt}, {specialty bar}, 0.019, 0.068, 1.293
{specialty bar}, {yogurt}, 0.019, 0.366, 1.293
{candy}, {yogurt}, 0.02, 0.367, 1.296
{yogurt}, {candy}, 0.02, 0.07, 1.296
{misc. beverages}, {yogurt}, 0.02, 0.335, 1.183
{yogurt}, {misc. beverages}, 0.02, 0.07, 1.183
{butter milk}, {yogurt}, 0.02, 0.308, 1.09
{yogurt}, {butter milk}, 0.02, 0.071, 1.09
{oil}, {yogurt}, 0.02, 0.359, 1.27
{yogurt}, {oil}, 0.02, 0.071, 1.27
{beverages}, {yogurt}, 0.02, 0.326, 1.154
{yogurt}, {beverages}, 0.02, 0.072, 1.154
{yogurt}, {ham}, 0.021, 0.073, 1.145
{ham}, {yogurt}, 0.021, 0.324, 1.145
{long life bakery product}, {yogurt}, 0.021, 0.314, 1.109
{yogurt}, {long life bakery product}, 0.021, 0.073, 1.109
{frozen meals}, {yogurt}, 0.021, 0.331, 1.168
{yogurt}, {frozen meals}, 0.021, 0.073, 1.168
{yogurt}, {sugar}, 0.021, 0.074, 1.128
{sugar}, {yogurt}, 0.021, 0.319, 1.128
{salty snack}, {yogurt}, 0.023, 0.333, 1.178
{yogurt}, {salty snack}, 0.023, 0.082, 1.178
{UHT-milk}, {yogurt}, 0.023, 0.297, 1.051
{yogurt}, {UHT-milk}, 0.023, 0.083, 1.051
{yogurt}, {waffles}, 0.024, 0.083, 1.209
{waffles}, {yogurt}, 0.024, 0.342, 1.209
{onions}, {yogurt}, 0.024, 0.313, 1.107
{yogurt}, {onions}, 0.024, 0.084, 1.107
{berries}, {yogurt}, 0.024, 0.305, 1.08
{yogurt}, {berries}, 0.024, 0.086, 1.08
{napkins}, {yogurt}, 0.025, 0.306, 1.081
{yogurt}, {napkins}, 0.025, 0.088, 1.081
{yogurt}, {dessert}, 0.027, 0.096, 1.112
{dessert}, {yogurt}, 0.027, 0.315, 1.112
{hamburger meat}, {yogurt}, 0.028, 0.355, 1.253
{yogurt}, {hamburger meat}, 0.028, 0.101, 1.253
{white bread}, {yogurt}, 0.028, 0.321, 1.134
{yogurt}, {white bread}, 0.028, 0.101, 1.134
{cream cheese}, {yogurt}, 0.029, 0.328, 1.158
{yogurt}, {cream cheese}, 0.029, 0.102, 1.158
{chicken}, {yogurt}, 0.031, 0.309, 1.091
{yogurt}, {chicken}, 0.031, 0.11, 1.091
{yogurt}, {chocolate}, 0.032, 0.113, 1.311
{chocolate}, {yogurt}, 0.032, 0.371, 1.311
{frozen vegetables}, {yogurt}, 0.034, 0.327, 1.157
{yogurt}, {frozen vegetables}, 0.034, 0.119, 1.157
{coffee}, {yogurt}, 0.036, 0.315, 1.112
{yogurt}, {coffee}, 0.036, 0.128, 1.112
{margarine}, {yogurt}, 0.037, 0.314, 1.108
{yogurt}, {margarine}, 0.037, 0.13, 1.108
{beef}, {yogurt}, 0.038, 0.322, 1.138
{yogurt}, {beef}, 0.038, 0.136, 1.138
{curd}, {yogurt}, 0.04, 0.333, 1.178
{yogurt}, {curd}, 0.04, 0.142, 1.178
{fruit/vegetable juice}, {yogurt}, 0.041, 0.326, 1.154
{yogurt}, {fruit/vegetable juice}, 0.041, 0.144, 1.154
{brown bread}, {yogurt}, 0.042, 0.309, 1.094
{yogurt}, {brown bread}, 0.042, 0.149, 1.094
{frankfurter}, {yogurt}, 0.042, 0.306, 1.081
{yogurt}, {frankfurter}, 0.042, 0.149, 1.081
{yogurt}, {pork}, 0.042, 0.15, 1.13
{pork}, {yogurt}, 0.042, 0.32, 1.13
{domestic eggs}, {yogurt}, 0.043, 0.326, 1.151
{yogurt}, {domestic eggs}, 0.043, 0.153, 1.151
{butter}, {yogurt}, 0.045, 0.355, 1.254
{yogurt}, {butter}, 0.045, 0.159, 1.254
{newspapers}, {yogurt}, 0.047, 0.338, 1.193
{yogurt}, {newspapers}, 0.047, 0.167, 1.193
{domestic eggs yogurt}, {newspapers}, 0.01, 0.231, 1.651
{newspapers yogurt}, {domestic eggs}, 0.01, 0.212, 1.592
{domestic eggs}, {newspapers yogurt}, 0.01, 0.075, 1.592
{newspapers}, {domestic eggs yogurt}, 0.01, 0.072, 1.651
{newspapers domestic eggs}, {yogurt}, 0.01, 0.415, 1.466
{yogurt}, {newspapers domestic eggs}, 0.01, 0.035, 1.466
{newspapers yogurt}, {butter}, 0.01, 0.217, 1.719
{newspapers}, {yogurt butter}, 0.01, 0.073, 1.635
{butter}, {newspapers yogurt}, 0.01, 0.081, 1.719
{newspapers butter}, {yogurt}, 0.01, 0.444, 1.571
{yogurt butter}, {newspapers}, 0.01, 0.229, 1.635
{yogurt}, {newspapers butter}, 0.01, 0.036, 1.571
{whipped/sour cream}, {yogurt}, 0.048, 0.31, 1.096
{yogurt}, {whipped/sour cream}, 0.048, 0.17, 1.096
{whipped/sour cream}, {yogurt butter}, 0.01, 0.066, 1.478
{whipped/sour cream yogurt}, {butter}, 0.01, 0.214, 1.691
{butter}, {whipped/sour cream yogurt}, 0.01, 0.081, 1.691
{whipped/sour cream butter}, {yogurt}, 0.01, 0.488, 1.724
{yogurt butter}, {whipped/sour cream}, 0.01, 0.229, 1.478
{yogurt}, {whipped/sour cream butter}, 0.01, 0.036, 1.724
{bottled beer}, {yogurt}, 0.049, 0.307, 1.085
{yogurt}, {bottled beer}, 0.049, 0.172, 1.085
{newspapers yogurt}, {bottled beer}, 0.01, 0.212, 1.335
{newspapers}, {bottled beer yogurt}, 0.01, 0.072, 1.468
{bottled beer yogurt}, {newspapers}, 0.01, 0.205, 1.468
{bottled beer}, {newspapers yogurt}, 0.01, 0.063, 1.335
{newspapers bottled beer}, {yogurt}, 0.01, 0.379, 1.338
{yogurt}, {newspapers bottled beer}, 0.01, 0.035, 1.338
{canned beer}, {yogurt}, 0.052, 0.314, 1.108
{yogurt}, {canned beer}, 0.052, 0.183, 1.108
{newspapers yogurt}, {canned beer}, 0.011, 0.223, 1.349
{newspapers}, {canned beer yogurt}, 0.011, 0.075, 1.452
{canned beer}, {newspapers yogurt}, 0.011, 0.064, 1.349
{newspapers canned beer}, {yogurt}, 0.011, 0.373, 1.317
{canned beer yogurt}, {newspapers}, 0.011, 0.203, 1.452
{yogurt}, {newspapers canned beer}, 0.011, 0.037, 1.317
{canned beer bottled beer}, {yogurt}, 0.012, 0.397, 1.401
{canned beer}, {bottled beer yogurt}, 0.012, 0.071, 1.465
{bottled beer yogurt}, {canned beer}, 0.012, 0.242, 1.465
{bottled beer}, {canned beer yogurt}, 0.012, 0.074, 1.434
{canned beer yogurt}, {bottled beer}, 0.012, 0.228, 1.434
{yogurt}, {canned beer bottled beer}, 0.012, 0.042, 1.401
{shopping bags}, {yogurt}, 0.055, 0.326, 1.153
{yogurt}, {shopping bags}, 0.055, 0.194, 1.153
{domestic eggs yogurt}, {shopping bags}, 0.01, 0.237, 1.406
{domestic eggs shopping bags}, {yogurt}, 0.01, 0.408, 1.442
{domestic eggs}, {yogurt shopping bags}, 0.01, 0.077, 1.404
{shopping bags}, {domestic eggs yogurt}, 0.01, 0.061, 1.406
{yogurt shopping bags}, {domestic eggs}, 0.01, 0.187, 1.404
{yogurt}, {domestic eggs shopping bags}, 0.01, 0.036, 1.442
{margarine shopping bags}, {yogurt}, 0.011, 0.441, 1.558
{margarine yogurt}, {shopping bags}, 0.011, 0.287, 1.704
{shopping bags}, {margarine yogurt}, 0.011, 0.062, 1.704
{yogurt shopping bags}, {margarine}, 0.011, 0.192, 1.638
{margarine}, {yogurt shopping bags}, 0.011, 0.09, 1.638
{yogurt}, {margarine shopping bags}, 0.011, 0.037, 1.558
{canned beer shopping bags}, {yogurt}, 0.012, 0.344, 1.214
{canned beer}, {yogurt shopping bags}, 0.012, 0.07, 1.273
{shopping bags}, {canned beer yogurt}, 0.012, 0.069, 1.324
{yogurt shopping bags}, {canned beer}, 0.012, 0.21, 1.273
{canned beer yogurt}, {shopping bags}, 0.012, 0.223, 1.324
{yogurt}, {canned beer shopping bags}, 0.012, 0.041, 1.214
{brown bread shopping bags}, {yogurt}, 0.012, 0.397, 1.402
{brown bread yogurt}, {shopping bags}, 0.012, 0.293, 1.739
{shopping bags}, {brown bread yogurt}, 0.012, 0.073, 1.739
{yogurt shopping bags}, {brown bread}, 0.012, 0.224, 1.65
{brown bread}, {yogurt shopping bags}, 0.012, 0.091, 1.65
{yogurt}, {brown bread shopping bags}, 0.012, 0.044, 1.402
{newspapers yogurt}, {shopping bags}, 0.012, 0.261, 1.55
{newspapers}, {yogurt shopping bags}, 0.012, 0.088, 1.604
{newspapers shopping bags}, {yogurt}, 0.012, 0.41, 1.45
{shopping bags}, {newspapers yogurt}, 0.012, 0.073, 1.55
{yogurt shopping bags}, {newspapers}, 0.012, 0.224, 1.604
{yogurt}, {newspapers shopping bags}, 0.012, 0.044, 1.45
{pip fruit}, {yogurt}, 0.057, 0.332, 1.174
{yogurt}, {pip fruit}, 0.057, 0.2, 1.174
{pip fruit canned beer}, {yogurt}, 0.01, 0.32, 1.13
{canned beer}, {pip fruit yogurt}, 0.01, 0.061, 1.068
{pip fruit yogurt}, {canned beer}, 0.01, 0.176, 1.068
{pip fruit}, {canned beer yogurt}, 0.01, 0.059, 1.132
{canned beer yogurt}, {pip fruit}, 0.01, 0.193, 1.132
{yogurt}, {pip fruit canned beer}, 0.01, 0.035, 1.13
{pip fruit brown bread}, {yogurt}, 0.01, 0.374, 1.321
{brown bread yogurt}, {pip fruit}, 0.01, 0.244, 1.43
{pip fruit yogurt}, {brown bread}, 0.01, 0.181, 1.331
{pip fruit}, {brown bread yogurt}, 0.01, 0.06, 1.43
{brown bread}, {pip fruit yogurt}, 0.01, 0.075, 1.331
{yogurt}, {pip fruit brown bread}, 0.01, 0.036, 1.321
{newspapers yogurt}, {pip fruit}, 0.011, 0.234, 1.37
{newspapers pip fruit}, {yogurt}, 0.011, 0.413, 1.461
{newspapers}, {pip fruit yogurt}, 0.011, 0.079, 1.392
{pip fruit yogurt}, {newspapers}, 0.011, 0.195, 1.392
{pip fruit}, {newspapers yogurt}, 0.011, 0.065, 1.37
{yogurt}, {newspapers pip fruit}, 0.011, 0.039, 1.461
{pip fruit pork}, {yogurt}, 0.012, 0.398, 1.407
{pork}, {pip fruit yogurt}, 0.012, 0.087, 1.538
{pip fruit yogurt}, {pork}, 0.012, 0.204, 1.538
{pip fruit}, {pork yogurt}, 0.012, 0.068, 1.599
{pork yogurt}, {pip fruit}, 0.012, 0.273, 1.599
{yogurt}, {pip fruit pork}, 0.012, 0.041, 1.407
{bottled beer yogurt}, {pip fruit}, 0.012, 0.242, 1.419
{pip fruit yogurt}, {bottled beer}, 0.012, 0.208, 1.311
{pip fruit}, {bottled beer yogurt}, 0.012, 0.069, 1.419
{bottled beer}, {pip fruit yogurt}, 0.012, 0.074, 1.311
{pip fruit bottled beer}, {yogurt}, 0.012, 0.354, 1.25
{yogurt}, {pip fruit bottled beer}, 0.012, 0.042, 1.25
{pastry}, {yogurt}, 0.058, 0.327, 1.154
{yogurt}, {pastry}, 0.058, 0.205, 1.154
{pastry yogurt}, {shopping bags}, 0.01, 0.173, 1.025
{pastry shopping bags}, {yogurt}, 0.01, 0.339, 1.198
{pastry}, {yogurt shopping bags}, 0.01, 0.056, 1.027
{shopping bags}, {pastry yogurt}, 0.01, 0.059, 1.025
{yogurt shopping bags}, {pastry}, 0.01, 0.182, 1.027
{yogurt}, {pastry shopping bags}, 0.01, 0.035, 1.198
{pastry yogurt}, {frankfurter}, 0.01, 0.177, 1.287
{pastry}, {yogurt frankfurter}, 0.01, 0.058, 1.374
{yogurt frankfurter}, {pastry}, 0.01, 0.244, 1.374
{frankfurter}, {pastry yogurt}, 0.01, 0.075, 1.287
{pastry frankfurter}, {yogurt}, 0.01, 0.342, 1.208
{yogurt}, {pastry frankfurter}, 0.01, 0.036, 1.208
{pastry yogurt}, {newspapers}, 0.01, 0.177, 1.266
{newspapers yogurt}, {pastry}, 0.01, 0.217, 1.225
{pastry}, {newspapers yogurt}, 0.01, 0.058, 1.225
{newspapers}, {pastry yogurt}, 0.01, 0.073, 1.266
{pastry newspapers}, {yogurt}, 0.01, 0.385, 1.359
{yogurt}, {pastry newspapers}, 0.01, 0.036, 1.359
{pastry yogurt}, {bottled beer}, 0.011, 0.181, 1.142
{pastry}, {bottled beer yogurt}, 0.011, 0.059, 1.216
{pastry bottled beer}, {yogurt}, 0.011, 0.313, 1.106
{bottled beer yogurt}, {pastry}, 0.011, 0.216, 1.216
{bottled beer}, {pastry yogurt}, 0.011, 0.066, 1.142
{yogurt}, {pastry bottled beer}, 0.011, 0.037, 1.106
{pastry yogurt}, {canned beer}, 0.011, 0.181, 1.098
{pastry}, {canned beer yogurt}, 0.011, 0.059, 1.143
{canned beer}, {pastry yogurt}, 0.011, 0.064, 1.098
{pastry canned beer}, {yogurt}, 0.011, 0.277, 0.979
{canned beer yogurt}, {pastry}, 0.011, 0.203, 1.143
{yogurt}, {pastry canned beer}, 0.011, 0.037, 0.979
{pastry yogurt}, {butter}, 0.011, 0.195, 1.539
{pastry}, {yogurt butter}, 0.011, 0.064, 1.416
{butter}, {pastry yogurt}, 0.011, 0.089, 1.539
{pastry butter}, {yogurt}, 0.011, 0.436, 1.54
{yogurt butter}, {pastry}, 0.011, 0.251, 1.416
{yogurt}, {pastry butter}, 0.011, 0.04, 1.54
{pastry yogurt}, {curd}, 0.012, 0.204, 1.684
{pastry}, {curd yogurt}, 0.012, 0.066, 1.65
{curd}, {pastry yogurt}, 0.012, 0.098, 1.684
{curd yogurt}, {pastry}, 0.012, 0.293, 1.65
{pastry curd}, {yogurt}, 0.012, 0.434, 1.534
{yogurt}, {pastry curd}, 0.012, 0.042, 1.534
{pastry yogurt}, {pip fruit}, 0.015, 0.257, 1.504
{pastry}, {pip fruit yogurt}, 0.015, 0.084, 1.478
{pastry pip fruit}, {yogurt}, 0.015, 0.362, 1.281
{pip fruit yogurt}, {pastry}, 0.015, 0.262, 1.478
{pip fruit}, {pastry yogurt}, 0.015, 0.087, 1.504
{yogurt}, {pastry pip fruit}, 0.015, 0.053, 1.281
{citrus fruit}, {yogurt}, 0.058, 0.314, 1.11
{yogurt}, {citrus fruit}, 0.058, 0.206, 1.11
{brown bread citrus fruit}, {yogurt}, 0.01, 0.367, 1.297
{brown bread yogurt}, {citrus fruit}, 0.01, 0.244, 1.315
{yogurt citrus fruit}, {brown bread}, 0.01, 0.176, 1.296
{citrus fruit}, {brown bread yogurt}, 0.01, 0.055, 1.315
{brown bread}, {yogurt citrus fruit}, 0.01, 0.075, 1.296
{yogurt}, {brown bread citrus fruit}, 0.01, 0.036, 1.297
{butter citrus fruit}, {yogurt}, 0.011, 0.39, 1.38
{butter}, {yogurt citrus fruit}, 0.011, 0.083, 1.428
{yogurt citrus fruit}, {butter}, 0.011, 0.181, 1.428
{citrus fruit}, {yogurt butter}, 0.011, 0.057, 1.263
{yogurt butter}, {citrus fruit}, 0.011, 0.234, 1.263
{yogurt}, {butter citrus fruit}, 0.011, 0.037, 1.38
{bottled beer yogurt}, {citrus fruit}, 0.011, 0.221, 1.192
{yogurt citrus fruit}, {bottled beer}, 0.011, 0.185, 1.165
{bottled beer citrus fruit}, {yogurt}, 0.011, 0.341, 1.207
{bottled beer}, {yogurt citrus fruit}, 0.011, 0.068, 1.165
{citrus fruit}, {bottled beer yogurt}, 0.011, 0.058, 1.192
{yogurt}, {bottled beer citrus fruit}, 0.011, 0.038, 1.207
{fruit/vegetable juice citrus fruit}, {yogurt}, 0.011, 0.396, 1.4
{fruit/vegetable juice yogurt}, {citrus fruit}, 0.011, 0.264, 1.424
{yogurt citrus fruit}, {fruit/vegetable juice}, 0.011, 0.185, 1.481
{citrus fruit}, {fruit/vegetable juice yogurt}, 0.011, 0.058, 1.424
{fruit/vegetable juice}, {yogurt citrus fruit}, 0.011, 0.086, 1.481
{yogurt}, {fruit/vegetable juice citrus fruit}, 0.011, 0.038, 1.4
{pip fruit yogurt}, {citrus fruit}, 0.012, 0.204, 1.098
{yogurt citrus fruit}, {pip fruit}, 0.012, 0.198, 1.162
{pip fruit}, {yogurt citrus fruit}, 0.012, 0.068, 1.162
{pip fruit citrus fruit}, {yogurt}, 0.012, 0.338, 1.196
{citrus fruit}, {pip fruit yogurt}, 0.012, 0.062, 1.098
{yogurt}, {pip fruit citrus fruit}, 0.012, 0.041, 1.196
{frankfurter}, {yogurt citrus fruit}, 0.012, 0.086, 1.474
{frankfurter citrus fruit}, {yogurt}, 0.012, 0.397, 1.401
{yogurt citrus fruit}, {frankfurter}, 0.012, 0.203, 1.474
{yogurt frankfurter}, {citrus fruit}, 0.012, 0.28, 1.512
{citrus fruit}, {yogurt frankfurter}, 0.012, 0.064, 1.512
{yogurt}, {frankfurter citrus fruit}, 0.012, 0.042, 1.401
{canned beer citrus fruit}, {yogurt}, 0.012, 0.353, 1.249
{canned beer}, {yogurt citrus fruit}, 0.012, 0.073, 1.253
{yogurt citrus fruit}, {canned beer}, 0.012, 0.207, 1.253
{citrus fruit}, {canned beer yogurt}, 0.012, 0.065, 1.254
{canned beer yogurt}, {citrus fruit}, 0.012, 0.233, 1.254
{yogurt}, {canned beer citrus fruit}, 0.012, 0.043, 1.249
{pastry yogurt}, {citrus fruit}, 0.013, 0.226, 1.217
{pastry}, {yogurt citrus fruit}, 0.013, 0.074, 1.266
{yogurt citrus fruit}, {pastry}, 0.013, 0.225, 1.266
{citrus fruit}, {pastry yogurt}, 0.013, 0.071, 1.217
{pastry citrus fruit}, {yogurt}, 0.013, 0.352, 1.243
{yogurt}, {pastry citrus fruit}, 0.013, 0.046, 1.243
{shopping bags}, {yogurt citrus fruit}, 0.014, 0.084, 1.44
{shopping bags citrus fruit}, {yogurt}, 0.014, 0.399, 1.408
{yogurt citrus fruit}, {shopping bags}, 0.014, 0.242, 1.44
{yogurt shopping bags}, {citrus fruit}, 0.014, 0.257, 1.386
{citrus fruit}, {yogurt shopping bags}, 0.014, 0.076, 1.386
{yogurt}, {shopping bags citrus fruit}, 0.014, 0.05, 1.408
{yogurt}, {bottled water}, 0.066, 0.235, 1.099
{bottled water}, {yogurt}, 0.066, 0.311, 1.099
{domestic eggs yogurt}, {bottled water}, 0.01, 0.237, 1.108
{domestic eggs}, {bottled water yogurt}, 0.01, 0.077, 1.16
{bottled water}, {domestic eggs yogurt}, 0.01, 0.048, 1.108
{bottled water domestic eggs}, {yogurt}, 0.01, 0.333, 1.178
{bottled water yogurt}, {domestic eggs}, 0.01, 0.154, 1.16
{yogurt}, {bottled water domestic eggs}, 0.01, 0.036, 1.178
{bottled water frozen vegetables}, {yogurt}, 0.01, 0.385, 1.359
{bottled water}, {frozen vegetables yogurt}, 0.01, 0.048, 1.429
{frozen vegetables}, {bottled water yogurt}, 0.01, 0.1, 1.505
{frozen vegetables yogurt}, {bottled water}, 0.01, 0.305, 1.429
{bottled water yogurt}, {frozen vegetables}, 0.01, 0.154, 1.505
{yogurt}, {bottled water frozen vegetables}, 0.01, 0.036, 1.359
{pork yogurt}, {bottled water}, 0.01, 0.242, 1.134
{bottled water pork}, {yogurt}, 0.01, 0.364, 1.285
{pork}, {bottled water yogurt}, 0.01, 0.078, 1.167
{bottled water}, {pork yogurt}, 0.01, 0.048, 1.134
{bottled water yogurt}, {pork}, 0.01, 0.154, 1.167
{yogurt}, {bottled water pork}, 0.01, 0.036, 1.285
{whipped/sour cream}, {bottled water yogurt}, 0.011, 0.07, 1.048
{whipped/sour cream yogurt}, {bottled water}, 0.011, 0.225, 1.051
{bottled water}, {whipped/sour cream yogurt}, 0.011, 0.05, 1.051
{whipped/sour cream bottled water}, {yogurt}, 0.011, 0.304, 1.076
{bottled water yogurt}, {whipped/sour cream}, 0.011, 0.162, 1.048
{yogurt}, {whipped/sour cream bottled water}, 0.011, 0.038, 1.076
{newspapers yogurt}, {bottled water}, 0.011, 0.239, 1.119
{newspapers}, {bottled water yogurt}, 0.011, 0.081, 1.215
{bottled water}, {newspapers yogurt}, 0.011, 0.053, 1.119
{bottled water newspapers}, {yogurt}, 0.011, 0.336, 1.187
{bottled water yogurt}, {newspapers}, 0.011, 0.17, 1.215
{yogurt}, {bottled water newspapers}, 0.011, 0.04, 1.187
{bottled water curd}, {yogurt}, 0.012, 0.357, 1.26
{bottled water}, {curd yogurt}, 0.012, 0.055, 1.371
{curd}, {bottled water yogurt}, 0.012, 0.098, 1.47
{curd yogurt}, {bottled water}, 0.012, 0.293, 1.371
{bottled water yogurt}, {curd}, 0.012, 0.178, 1.47
{yogurt}, {bottled water curd}, 0.012, 0.042, 1.26
{bottled water butter}, {yogurt}, 0.012, 0.364, 1.288
{butter}, {bottled water yogurt}, 0.012, 0.095, 1.435
{bottled water}, {yogurt butter}, 0.012, 0.056, 1.257
{yogurt butter}, {bottled water}, 0.012, 0.269, 1.257
{bottled water yogurt}, {butter}, 0.012, 0.181, 1.435
{yogurt}, {bottled water butter}, 0.012, 0.043, 1.288
{bottled water frankfurter}, {yogurt}, 0.013, 0.333, 1.178
{bottled water}, {yogurt frankfurter}, 0.013, 0.059, 1.398
{yogurt frankfurter}, {bottled water}, 0.013, 0.299, 1.398
{frankfurter}, {bottled water yogurt}, 0.013, 0.091, 1.376
{bottled water yogurt}, {frankfurter}, 0.013, 0.189, 1.376
{yogurt}, {bottled water frankfurter}, 0.013, 0.044, 1.178
{bottled water canned beer}, {yogurt}, 0.013, 0.325, 1.147
{canned beer}, {bottled water yogurt}, 0.013, 0.078, 1.168
{bottled water}, {canned beer yogurt}, 0.013, 0.06, 1.158
{canned beer yogurt}, {bottled water}, 0.013, 0.248, 1.158
{bottled water yogurt}, {canned beer}, 0.013, 0.193, 1.168
